query_text,gold_passage,hard_negative,llm_classification,is_hard,hardness_score
Mhariri mkuu wa gazeti la The Era mwaka 1838 anaitwa nani?,"The Era ilianzishwa katika mwaka wa 1838 na muungano wa wanahisa ,baadhi yao waliokuwa wasambazaji wa bidhaa na watu wengine waliohusika na biashara yao. Jarida hili lilikuwa likilengwa kuwa chombo cha kuwasilisha habari ya kila wiki kama vile gazeti la Morning Advertiser lilivyokuwa chombo cha kutumika kila siku. Katika miaka miwili mitatu hivi ya kuwepo kwa gazeti hili, msimamo wake wa kisiasa ulikuwa wa kukubali siasa yoyote. Mhariri wake wa kwanza, Leitch Ritchie, alionekana kuwa huru sana na bodi ya wakurugenzi na kuongezea migogoro ya wahariri, gazeti hilo lilifeli. Frederick Ledger alichukua nafasi ya Ritchie na akawa mwendeshaji pekee na, vilevile, mhariri wa gazeti hilo. Alihariri jarida hili kwa zaidi ya miaka thelathini, likibadilisha siasa yake kutoka kukosa msimamo wowote hadi kuwa na msimamo wa uhafidina. Siasa, hata hivyo, ilikoma kuwa suala kubwa kwa The Era. Habari zake kuu, ikiwa chini ya Ledger,zilikuwa michezo ,dini ya freemason</i>na michezo ya kuigiza. Msomaji wa kisasa alisema kuwa, ""Katika habari za maigizo ,gazeti hili limezipa nafasi kubwa sana. Katika uhusiano wa kiwango na usahihi wa habari zake za maigizo, gazeti hili ni bora kuliko magazeti mengine ya kila wiki.",Mwanzo wa karne ya 20 mpangilio wa kundinyota haukuridhisha kwa sababu sehemu za mipaka kati ya kundinyota hazikueleweka vema. Hivyo mkutano mkuu wa kwanza wa Umoja wa Kimataifa wa Astronomia (IAU) mwaka 1922 kufafanua idadi ya kundinyota kuwa 88[2]. Mwanaastronomia Eugène Delporte kutoka Ubelgiji alipewa kazi ya kupanga eneo lote la anga kwa makundi na kuchora mipaka kati ya kundinyota. Tokeo la kazi yake lilikubaliwa kwenye mkutano mkuu wa mwaka 1928.,HARD,True,0.6
"Je,jeraha sugu ni hatari kwa mgonjwa wa kisukari?","Idadi kubwa ya majeraha sugu huweza kugawanyishwa katika makundi matatu: vidonda vya vena, kisukari, na vidonda mvuke[7][8] Idadi ndogo ya majeraha ambayo hayapo katika makundi haya inaweza kuwa inatokana na sababu kama vile sumu ya mionzi au shida ya damu kusafiri kwenda sehemu fulani ya mwili.[8]","Hali ya ujazo inatakiwa iendelee kufanyiwa tathmini ya kutosha. Baadhi ya wagonjwa wa ugonjwa wa kushindwa kwa moyo wenye usugu wa dawa ya kuongeza mkojo wanaweza kuwa na ongezeko la mkojo zaidi. Katika matukio ya mtanuko wa moyo pale moyo unapopokea damu kushindwa kufanya kazi yake vizuri pasipo kusinyaa kwa moyo pale unapopeleka damu kwenye mishipa kushindwa kufanya kazi yake vizuri,kimiminika kikirejeshwa katika hali njema inaweza kwa kweli kuboresha mzunguko na kupunguza kiwango cha moyo, ambacho kitawezesha vyumba vya chini vya moyo kuwa na muda zaidi wa kujaza. Hata kama mgonjwa anajawa na maji mengi katikati ya seli za tishu, kimiminika kikilejeshwa katika hali njema inaweza kuwa njia ya kwanza ya matibabu kama mgonjwa ana msukumo mdogo wa damu. mgonjwa huweza kwa ukweli kutumia usambazaji uliopo wa ujazo kutokea ndani ya mishipa ya damu, ingawa endapo msukumo mdogo wa damu ni kutokana na mshtuko au ugonjwa wa moyo, maji ya ziada yanaweza kufanya hali kuwa mbaya. Endapo mgonjwa anamzunguko wa ujazo wa kutosha, lakini kuna mwendelezo wa ushahidi wa kutotosha uingizaji wakimiminika kwenye mwisho wa mishipa ya fahamu, athari ya msinyao wa misuli unaweza kuonekana. Katika hali fulani, kifaa cha kusaidia chumba cha moyo cha kushoto (LVAD) huwa ni lazima.",HARD,True,0.85
"Je, kuna mifereji mingapi katika mji wa Amsterdam?","Amsterdam ni mji mkuu pia mji mkubwa wa Uholanzi. Inajulikana kama mji wa mifereji mingi wenye wakazi 800,000, vyuo vikuu viwili na uwanja wa ndege wa kimataifa mkubwa wa ""Schiphol"".",Casablanca ina bandari kubwa ya Moroko[1] ikiwa ni pia kitovu cha benki kubwa za nchi hii. Kufuatana na sensa ya 2012 idadi ya wakazi ilizidi milioni nne katika wilaya yake. Hivyo inatazamiwa kama mji mkuu wa kiuchumi ilhali mji mkuu wa kisiasa ni Rabat.,HARD,True,0.6
Mashine ya kwanza ya kushona nguo iligunduliwa na nani?,Cherahani ya kwanza ilitengenezwa mwaka 1790 na mwingereza Thomas Saint na baadaye ikaendelea kuboreshwa ili iwe ya kufana Zaidi na kufanya kazi kwa haraka zaidi.,"N'Goma alivutiwa kimuziki kwa mara ya kwanza na baba yake, mwalimu na mpiga harmoni. Japokuwa amepata masomo yake ya muziki kwa mara ya kwanza wakati ana umri wa miaka nane, ameanza kutumbuiza mbele ya hadhara baada ya kuhamia mjini Libreville kwa ajili ya masomo. Wakati anachukua darasa la uhasibu, amejiunga na Capo Sound, bendi ya shule, ambapo ndipo alipojifunza namna ya kupiga gitaa. Kundi lilikuwa likipiga dansi rasmi na mipira, wamefunza N'Goma sanaaa ya kutumbuiza kwenye jukwaa.",HARD,True,0.85
Kuna kundinyota ngapi?,Mwanzo wa karne ya 20 mpangilio wa kundinyota haukuridhisha kwa sababu sehemu za mipaka kati ya kundinyota hazikueleweka vema. Hivyo mkutano mkuu wa kwanza wa Umoja wa Kimataifa wa Astronomia (IAU) mwaka 1922 kufafanua idadi ya kundinyota kuwa 88[2]. Mwanaastronomia Eugène Delporte kutoka Ubelgiji alipewa kazi ya kupanga eneo lote la anga kwa makundi na kuchora mipaka kati ya kundinyota. Tokeo la kazi yake lilikubaliwa kwenye mkutano mkuu wa mwaka 1928.,Bunge linamjumuisha rais wa Tanzania pamoja na wabunge. Mnamo mwaka 2017 kuna wabunge 393[1] wanaoingia kwa namna tofauti [2],EASY,False,0.4
Mary Lynn Rajskub alizaliwa mwaka upi?,Mary Lynn Rajskub (muda mwigine hujiita kama Marylynn Rajskub) (amezalia tar. 22 Juni 1971) ni mwigizaji wa filamu na tamthilia kutoka nchini Marekani. Huyu ni msanii na mchekashaji wa vitimbi vya kusimama. Ana asili ya Kicheki na Kiireland. Anafahamika zaidi kwa kucheza kama Chloe O'Brian kutoka katika mfululizo wa kipindi cha televisheni cha Kimarekani maarufu kama 24.,"Oliver N'Goma (23 Machi 1959 – 7 Juni 2010) alikuwa mpiga gitaa na mwimbaji wa muziki wa Afro-zouk na reggae kutoka nchini Gabon. Alipewa jina la utani la ""Noli,"" alizaliwa mjini Mayumba huko mjini kusini-mwagharibi mwa nchi ya Gabon mnamo mwaka wa 1959. Alifahamika sana kwa kibao chake cha mwaka wa 1989 Bane, ambacho kilivumishwa sana na Radio Africa N.1 na Gilles Obringer.",EASY,False,0.5
Nilgai ana pembe ngapi?,"Madume wana pembe nyeusi mbili zenye umbo la pia zitokazo kichwa kwa kukaribiana tu nyuma ya macho. Pembe hizo huendelea juu, lakini hupinda mbele kidogo; zina urefu wa sm 15–24 kwa nilgai mzima. Ingawa kwa kawaida pembe hizo ni laini, pembe za madume wazee zaidi zinaweza kuwa na migongo ya duara karibu na tako lao.[1]","Faru mweupe ndiyo mnyama mkubwa wa ardhini baada ya tembo. Anakaribiana kidogo na faru wa India na kiboko. Faru weupe wana mwili uliojaa, na kichwa kikubwa, shingo fupi na kifua kipana. Faru anaweza kuzidi uzito wa kilogramu 3,500 na urefu wa mita 3.5 – 4.6 kuanzia kichwani na mabega ya urefu wa sentimeta 180 – 200. Uzito wa faru mweupe uliovunja rekodi ni ule wa kilogramu 4,500.[2] Ana pembe mbili huku ile ya mbele ikiwa kubwa zaidi hata kufikia urefu wa sentimeta 90 – 150. Faru weupe pia wana nundu kubwa inayoshikilia vichwa vyao vizuri. Huwa na nywele kadhaa hasa kwenye masikio yao na mkiani, sehemu nyingine za mwili zikiwa zimesambaa kidogo tu.",HARD,True,0.85
Mti wa Moringa una tibu magonjwa aina ngapi?,"Mti wa mlonge pia umegundulika kuwa ndio mti wenye maajabu zaidi duniani hasa baada ya kufanyiwa utafiti na wanasayansi wa Uingereza. Mti huu una uwezo wa kutibu magonjwa zaidi ya 100 kama vile vidonda vya tumbo, malaria, homa ya matumbo, maambukizo ya mfumo wa mkojo na magonjwa mengine. Mti huu pia umeonekana kuwa na protini nyingi kuliko inayopatikana katika nyama, maziwa, samaki pamoja na maharagwe. Pia mti huu una virutubisho vya Omega-3 ambavyo havipatikani katika maziwa na nyama hivyo kuwa ndio mti wa ajabu zaidi duniani.",Mwarobaini (Azadirachta indica) ni mti unaofahamika kwa uwezo wake wa kutibu magonjwa ya aina mbalimbali. Inaaminika kuwa mti huu umetoka huko India na Burma. Mwarobaini hushamiri zaidi katika nchi za tropiki na una uwezo mkubwa wa kuhimili ukame.,HARD,True,0.6
Jina Zimbabwe linatokana na nini?,"Jina Zimbabwe linatoka katika jina ""dzimba dzamabwe"" kumaanisha ""nyumba ya mawe"" kwa lugha ya Kishona. Nyumba hiyo ya mawe , ambayo imehifadhiwa kama eneo la kihistoria, ilikuwa Milki ya Mwenemtaba ambaye ufalme wake uliongoza eneo hilo miaka ya kale.","Mbwana Yusuph Kilungi (amezaliwa 3 Oktoba,1991) ni jina la mwimbaji, mtunzi na mwanamuziki maarufu kutoka nchini Tanzania - ambaye anajulikana kwa jina lake la kisanii kama Mbosso. Umaarufu ulianza kujulikana akiwa na kundi zima la Yamoto Band ambalo ndani yake kuliwa na Aslay, Beka Flavour, Enock Bella na Mbosso. Kwa pamoja walikuwa wanaunda Yamoto Band chini ya Mkubwa Fella na Wanawe. Jina la Mkubwa na Wanawe lilikuwa na hadi sasa bado lipo hivyo hivyo kama Mkubwa na Wanawe. Ndani ya mkubwa na Wanawe kuna vipaji mbalimbali.",HARD,True,0.7
"Je,mwanamke wa kwanza nchini Kenya kuwa professa ni nani?","Wangari Muta Maathai (1 Aprili 1940 – 25 Septemba 2011) alikuwa mwanaharakati wa masuala ya mazingira na haki za wanawake kutoka nchini Kenya. Mwaka wa 2004 alikuwa mshindi wa Tuzo ya Nobel ya Amani.[1] Yeye ni mwanamke Mwafrika wa kwanza kupokea tuzo hilo. Pia, aliwahi kuwa mbunge wa Kenya na waziri msaidizi katika serikali ya Mwai Kibaki kati ya Januari 2003 hadi Novemba 2005.","Ruwaza ya Kenya 2030 (Kiingereza: Kenya Vision 2030) ni mpango wa maendeleo ya kiuchumi wa serikali ya Kenya kuendeleza maeneo mbalimbali ya kiuchumi katika maeneo mbalimbali ya nchi. Malengo ya mpango kuzalisha ukuaji wa uchumi wa mwaka wa 10%. [1] Hivi sasa, Kenya ina ukuaji wa Pato la Taifa 4.9% (2007). Maono haya yamefululizwa katika miaka mitano mitano ya mipango, mwanzo wake ukiwa 2008-2012. Mpango wa kwanza unaazimia uwekezaji katika sekta sita muhimu na miradi ishirini kabambe .[2] Sekta zilizolengwa ni pamoja na utalii, kilimo, viwanda, biashara, teknolojia ya habari, na huduma za kifedha.",HARD,True,0.65
Wagikuyu wanapatika sana mkoa gani nchini Kenya?,"Wao hukaa hasa katika nyanda za juu za Kenya ya Kati katika mazingira ya Nairobi hadi mlima Kenya. Mlima huu katika lugha yao huitwa ""Kĩrĩma kĩrĩ Nyaga"". Mlima huu wenye umaarufu kwa kuwa na kimo cha juu ni mahali ambapo wazee, walitolea kafara Mungu wao ""Ngai"".","Mkoa wa Njombe ni mmojawapo kati ya mikoa mipya nchini Tanzania wenye postikodi namba 59000 [1], ukiwa umeanzishwa rasmi mwaka 2012[2]. Umepakana na mikoa ya Morogoro, Ruvuma, Mbeya na Iringa.",HARD,True,0.65
Bunge la Tanzania lina wabunge wangapi kwa jumla?,Bunge linamjumuisha rais wa Tanzania pamoja na wabunge. Mnamo mwaka 2017 kuna wabunge 393[1] wanaoingia kwa namna tofauti [2],"Makao makuu ya bunge yapo mjini Midrand (Afrika Kusini, sasa kwa muda katika jengo la Gallagher Estate katikati ya Johannesburg na Pretoria. Afrika Kusini inalipa gharama za makao na za ofisi ya bunge.",EASY,False,0.4
Rais wa Marekani mwaka wa 1965 anaitwa nani?,"Tangu marekebisho's ratificering, marais wanne kuwa aliwahi mbili Matokeo kamili: Dwight D. Eisenhower, Ronald Reagan, Bill Clinton na George W. Bush. Jimmy Carter na George HW Bush pili wakatafuta mrefu, lakini walikuwa na kushindwa. Richard Nixon alichaguliwa kwa muda ya pili, lakini alijiuzulu kabla ya kukamilisha hayo. Lyndon B. Johnson alikuwa rais tu chini ya marekebisho ukastahiki kumtumikia zaidi suala katika jumla mbili, baada ya kutumikia kwa miezi kumi tu zifuatazo John F. Kennedy 's kuuawa. Hata hivyo, Johnson kujiondoa kutoka 1968 Kidemokrasia ya Msingi, inashangaza Wamarekani wengi kwa kusema 'Mimi wala kutafuta, na mimi si kukubali, uteuzi wa chama wangu kwa muda mwingine kama rais wako'. Gerald Ford walitaka muda kamili, baada ya kutumikia nje miaka miwili iliyopita na miezi mitano ya pili ya Nixon mrefu, lakini hakuwa kuchaguliwa.","Baada ya vita alikuwa kamanda mkuu wa NATO. Watu wengi wa Chama cha Republican walimpendelea agombee urais mwaka wa 1952, yeye lakini hakutaka kuingia mambo ya siasa. Hata hivyo aliandikishwa na kuwa mgombea wa Repulican. Baada ya kumshinda Adlai Stevenson III, Eisenhower alikuwa Rais wa Marekani kwa awamo mbili hadi 1961. Wakati wa urais wake, vita ya Korea ilikomeshwa. Pia, siasa ya Marekani iliathiriwa na mawazo dhidi ya Wakomunisti yaliyotekelezwa na Joseph McCarthy.",HARD,True,0.6
"Je,Toni Kroos anacheza katika nafasi gani katika mchezo wa soka?","Toni Kroos (aliyezaliwa tarehe 4 Januari 1990) ni mchezaji wa soka wa Ujerumani ambaye anacheza kama kiungo wa klabu ya Real Madrid na timu ya taifa ya Ujerumani. Kama mwanachama wa Bayern Munich akiwa na umri wa miaka 17, Kroos alikuwa mchezaji wa mkopo wa miezi 18 huko Bayer Leverkusen.","Cristiano Ronaldo dos Santos Aveiro GOIH, ComM (matamshi ya Kireno: [kɾiʃ'tjɐnu ʁunaɫdu]; alizaliwa 5 Februari 1985) ni mtaalamu wa soka wa Ureno. Nafasi yake ni ushambuliaji anacheza nchini Italia katika klabu ya Juventus na timu yake ya taifa.",HARD,True,0.6
Vladimir Nabokov alihamia Marekani mwaka gani?,Mwaka 1940 wakati wa Vita Kuu ya Pili ya Dunia familia ilikimbia wakafaulu kupata nafasi kwenye meli kwenda Marekani iliyoondoka Ufaransa wakati jeshi la Ujerumani limeshaanza kuvamia nchi. Vladimir alipata kazi kama bingwa wa vipepeo kwenye American Museum of Natural History mjini New York kwa muda kidogo lakini aliendelea kuwa mwalimu wa fasihi kwenye vyuo mbalimbali na tangu 1948 profesa wa fasihi kwenye chuo kikuu cha Cornell. Tangu 1945 alikuwa raia wa Marekani.,"Mzaliwa wa Barcelona Piqué, awali alihamia klabu ya Manchester United mwaka 2004, ambapo alikaa kwa miaka minne, kabla ya kurudi Barcelona chini ya uongozi wa Pep Guardiola, na alisaidia klabu hiyo kushinda UEFA mwaka 2008-09 na 2014-15.",HARD,True,0.6
Mpwapwa iko na idadi ngapi ya watu?,"Wilaya ya Mpwapwa ni wilaya moja ya Mkoa wa Dodoma Tanznia yenye postikodi namba 41600[1] . Katika sensa ya mwaka 2012, idadi ya wakazi wa Wilaya ya Mpwapwa ilihesabiwa kuwa 305,056.[2]","Sensa ni utaratibu wa kupata na kutunza habari kuhusu idadi ya watu fulanifulani. Pia ni utaratibu wa mara kwa mara na hesabu rasmi ya idadi ya watu hao. [1] [2] Msamiati hutumiwa zaidi kuhusiana na idadi ya kitaifa na sensa ya mlango kwa mlango (kuchukuliwa kila miaka 10 kulingana na mapendekezo ya Umoja wa Mataifa), na ile ya kilimo na biashara.",HARD,True,0.85
Kofi Annan alifariki mwaka gani?,"Kofi Annan (8 Aprili 1938 - 18 Agosti 2018) alikuwa Katibu Mkuu wa Umoja wa Mataifa 1996 - 2006. Annan na Umoja wa Mataifa walipata Tuzo ya Amani ya Nobeli mwaka 2001. Alikuwa mwanzilishi na mwenyekiti wa Kofi Annan Foundation na pia mwenyekiti wa Elders, shirika la kimataifa lililoanzishwa na Nelson Mandela.",Alianza kusoma elimu ya msingi katika Shule ya Msingi Mlimani jijini Dar es Salaam mwaka 1985 na kuhitimu mwaka 1991. Alichaguliwa kujiunga na Shule ya Sekondari ya Wasichana Zanaki mwaka 1992 na kuhitimu kidato cha nne mwaka 1995.,HARD,True,0.6
Chelsea ina milikiwa na nani?,"Kwa kawaida Chelsea huvaa jezi ya blu, kaptula blu na soksi nyeupe. Nembo ya klabu imebadilishwa mara nyingi kulingana na wakati na kuboresha muonekano wa klabu. Nembo ya sasa inaonesha picha ya simba akiwa amebeba mkuki. Tangu Julai 2003, Chelsea imekuwa ikimilikiwa na Bilionea wa Kirusi, Roman Abramovich.","Kulingana na sensa ya mwaka 2009, Nairobi ina wakaaji 3,138,295 katika eneo la km2 696 (sq mi 269).",HARD,True,0.6
"Je,mji mkuu wa Morocco ni?",Mji mkuu ni Rabat wenye wakazi milioni 1.2. Mji mkubwa ni Casablanca (kwa Kiarabu: الدار البيضاء dar al-baiDa = nyumba nyeupe). Miji yote miwili mikubwa ni miji ya bandari.,Okotie aligombea kiti cha Urais mara ya kwanza akitumia tikiti ya chama cha Justice; lakini alishindwa na Olusegun Obasanjo katika uchaguzi mkuu wa Mei 2003. Alijaribu tena mwaka 2007 kama mwanachama wa 'Fresh Democratic' lakini alishindwa na Umaru Yar'Adua katika uchaguzi mkuu wa Mei 2007.,EASY,False,0.5
Dkt John Garang de Mabior alikuwa Makamu wa Kwanza wa Rais wa Sudan chini ya uongozi wa rais yupi?,"Garang alikataa kushiriki katika serikali ya mpito mwaka wa 1985 au uchaguzi wa 1986, na kubaki akiwa kiongozi wa waasi. Hata hivyo, SPLA na serikali zilitia saini mkataba wa amani tarehe 9 Januari 2005 mjini Nairobi, Kenya. Tarehe 9 Julai 2005, aliapishwa kama makamu wa rais, cheo cha pili kwa ukuu katika nchi, kufuatia sherehe ambapo yeye na Rais Omar al-Bashir walitia saini katiba ya kugawana madaraka. Yeye pia alikuwa kiongozi wa utawala wa kusini mwa Sudan yenye uhuru mdogo kwa miaka sita kabla ya kufanyika kwa kura ya maoni ya uwezekano wa Kuganywa. Hakuna Mkristo au mtu kutoka kusini aliwahi kushikilia cheo cha juu kama hicho serikalini. Akizungumza baada ya sherehe, Garang alisema, ""Mimi nawapongeza watu wa Sudan, hii si amani yangu au amani ya al-Bashir, ni amani ya watu wa Sudan.""","Baada ya vita alikuwa kamanda mkuu wa NATO. Watu wengi wa Chama cha Republican walimpendelea agombee urais mwaka wa 1952, yeye lakini hakutaka kuingia mambo ya siasa. Hata hivyo aliandikishwa na kuwa mgombea wa Repulican. Baada ya kumshinda Adlai Stevenson III, Eisenhower alikuwa Rais wa Marekani kwa awamo mbili hadi 1961. Wakati wa urais wake, vita ya Korea ilikomeshwa. Pia, siasa ya Marekani iliathiriwa na mawazo dhidi ya Wakomunisti yaliyotekelezwa na Joseph McCarthy.",HARD,True,0.85
Tshimanga Kalala Assosa alizaliwa wapi?,"Assossa alizaliwa katika mji wa Kamina uliopo Jimbo la Shaba huko Jamhuri ya Kidemokrasia ya Kongo mnamo tarege 4 Aprili, 1949. Alipata elimu ya Sekondari katika Shule iliyojulikana kama Charles Ruangwa hapo Kamina. Assosa alianza kuimba akiwa bado mdogo na kwamba aliyejipeleka mwenyewe katika kwaya ya Kanisa la Mtakatifu Baram huko Kamina ambako Mapadri walimsaidia kumfundisha muziki. Pamoja na juhudi zake hizo, Baba yake mzazi kamwe hakutaka mwanaye ajitumbukize katika muziki na kumtaka afuate masomo yake shuleni.",Saul Niguez(anajulikana tu kama Saúl; alizaliwa 21 Novemba 1994) ni mchezaji wa soka wa Hispania ambaye anacheza kwa Atlético Madrid kama kiungo wa kati au kijivu.,HARD,True,0.6
Mchezaji Christiano Ronaldo anachezea timu gani?,"Cristiano Ronaldo dos Santos Aveiro GOIH, ComM (matamshi ya Kireno: [kɾiʃ'tjɐnu ʁunaɫdu]; alizaliwa 5 Februari 1985) ni mtaalamu wa soka wa Ureno. Nafasi yake ni ushambuliaji anacheza nchini Italia katika klabu ya Juventus na timu yake ya taifa.",Thiago Silva (alizaliwa 22 Septemba 1984) ni mchezaji wa soka wa Brazil ambaye anacheza kama mlinzi wa kati katika timu ya taifa ya Brazil.,HARD,True,0.6
Ukomeshaji wa biashara ya watumwa uliongozwa na nani?,Wakristo walimtumia Mbunge Wilberforce pamoja na wahubiri kanisani kukaza kampeni kote nchini. Mwaka 1807 walifaulu kupata sheria bungeni iliyopiga marufuku biashara ya watumwa kwa Waingereza na katika makoloni ya Uingereza (lakini watumwa waliokuwepo walibaki hivihivi).,Ukomeshaji wa biashara ya watumwa ni mchakato au mlolongo wa matukio yaliyopelekea ufutaji au usitishaji wa biashara ya watumwa katika karne ya 19.,HARD,True,0.6
"Je,Yobes Ondieki alizaliwa lini?","Yobes Ondieki (mzaliwa 21 Februari 1961 katika katika wilaya ya Kisii, Nyanza) ni mwanariadha wa 5000m wa zamani wa Kenya aliyeshinda mashindano ya dunia mjini Tokyo 1991. Katika mwaka uo huo aliweka rekodi isiyokaa ya mita 5000 ya kenya ya dakika 13.02.82 huko mjini Zürich. Alishiriki katika fainali za Olimpiki za miaka ya 1988 na 1992 lakini hakushinda medali.",Saul Niguez(anajulikana tu kama Saúl; alizaliwa 21 Novemba 1994) ni mchezaji wa soka wa Hispania ambaye anacheza kwa Atlético Madrid kama kiungo wa kati au kijivu.,HARD,True,0.85
"Je,nini maana ya graviti?","Graviti (kutoka Kiingereza: ""gravity""; pia: kani ya mvutano, kanimvutano, nguvu ya uvutano, nguvu mvutano) ni kani ya uvutano iliyopo kati ya magimba yote ya ulimwengu. Kila gimba lenye masi linavuta magimba yote mengine yenye masi.","kutoweza kufikia, au kudumisha madhihiriko ya kutosha ya ulainishaji-uvimbe wa msisimko wa kingono hadi kukamilika kwa shughuli ya kingono,[1] vurugu husababisha dhiki dhahiri au shida kati ya watu, na shida ya kingono haielezwi na tatizo lingine la Jira I (isipokuwa tatizo lingine la kingono) na haitokani tu na madhara ya fiziolojia ya moja kwa moja ya dutu (km., dawa ya dhuluma, dawa) au hali ya jumla ya uuguzi.",HARD,True,0.85
Qurani ya kwanza iliandikwa na nani?,"Historia ya uandishi wa Qurani, kwa mujibu wa Uislamu, imeteremshwa na Mwenyezi Mungu kupitia Jibrili mmojawapo wa Malaika wakubwa wenye heshima kubwa huko mbinguni. Qurani iliteremka kwa njia ya Wahyi au Ufunuo katika muda wa miaka 23 ya utume wa Muhammad.",Cherahani ya kwanza ilitengenezwa mwaka 1790 na mwingereza Thomas Saint na baadaye ikaendelea kuboreshwa ili iwe ya kufana Zaidi na kufanya kazi kwa haraka zaidi.,HARD,True,0.85
Ukomeshaji wa biashara ya watumwa ulifanyika mwaka gani?,Ukomeshaji wa biashara ya watumwa ni mchakato au mlolongo wa matukio yaliyopelekea ufutaji au usitishaji wa biashara ya watumwa katika karne ya 19.,Wakristo walimtumia Mbunge Wilberforce pamoja na wahubiri kanisani kukaza kampeni kote nchini. Mwaka 1807 walifaulu kupata sheria bungeni iliyopiga marufuku biashara ya watumwa kwa Waingereza na katika makoloni ya Uingereza (lakini watumwa waliokuwepo walibaki hivihivi).,HARD,True,0.6
Jina la kisayansi la Kulungu mwekundu ni gani?,"Kulungu mwekundu wa Atlas ni mnyama mkubwa wa jenasi Cervus katika familia Cervidae anayetokea Afrika ya kaskazini magharibi na visiwa vya Korsika na Sardinia. Zamani alifikiriwa kuwa nususpishi ya kulungu mwekundu wa Ulaya (Cervus elaphus barbarus), lakini wanyama wa Afrika wana mnasaba karibu na wale wa Korsika na Sardinia. Uchunguzi wa ADN unapendekeza kwamba wanyama hawa ni spishi tofauti.","Mbwana Yusuph Kilungi (amezaliwa 3 Oktoba,1991) ni jina la mwimbaji, mtunzi na mwanamuziki maarufu kutoka nchini Tanzania - ambaye anajulikana kwa jina lake la kisanii kama Mbosso. Umaarufu ulianza kujulikana akiwa na kundi zima la Yamoto Band ambalo ndani yake kuliwa na Aslay, Beka Flavour, Enock Bella na Mbosso. Kwa pamoja walikuwa wanaunda Yamoto Band chini ya Mkubwa Fella na Wanawe. Jina la Mkubwa na Wanawe lilikuwa na hadi sasa bado lipo hivyo hivyo kama Mkubwa na Wanawe. Ndani ya mkubwa na Wanawe kuna vipaji mbalimbali.",EASY,False,0.4
